2025-06-29 02:28:30 | INFO     | logging:callHandlers:1736 - Failed to load SSL library: <class 'OSError'> (no library called "ssl" found)
2025-06-29 02:28:30 | INFO     | logging:callHandlers:1736 - cryptg detected, it will be used for encryption
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (Alert|alerts) _configure_property(token, _RelationshipDeclared)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (Alert|alerts) _configure_property(id, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (Alert|alerts) _configure_property(token_id, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (Alert|alerts) _configure_property(alert_type, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (Alert|alerts) _configure_property(message, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (Alert|alerts) _configure_property(metrics, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (Alert|alerts) _configure_property(created_at, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (Alert|alerts) _configure_property(message_id, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (Alert|alerts) _configure_property(channel_id, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (Alert|alerts) _configure_property(verdict, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (Alert|alerts) _configure_property(is_deleted, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (Alert|alerts) Identified primary key columns: OrderedSet([Column('id', Integer(), table=<alerts>, primary_key=True, nullable=False)])
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (Alert|alerts) constructed
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (MonitoredGroup|monitored_groups) _configure_property(id, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (MonitoredGroup|monitored_groups) _configure_property(group_id, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (MonitoredGroup|monitored_groups) _configure_property(name, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (MonitoredGroup|monitored_groups) _configure_property(is_active, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (MonitoredGroup|monitored_groups) _configure_property(weight, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (MonitoredGroup|monitored_groups) _configure_property(added_at, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (MonitoredGroup|monitored_groups) _configure_property(last_processed_message_id, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (MonitoredGroup|monitored_groups) _configure_property(meta_data, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (MonitoredGroup|monitored_groups) Identified primary key columns: OrderedSet([Column('id', Integer(), table=<monitored_groups>, primary_key=True, nullable=False)])
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (MonitoredGroup|monitored_groups) constructed
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (TokenMention|token_mentions) _configure_property(token, _RelationshipDeclared)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (TokenMention|token_mentions) _configure_property(group, _RelationshipDeclared)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (TokenMention|token_mentions) _configure_property(id, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (TokenMention|token_mentions) _configure_property(token_id, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (TokenMention|token_mentions) _configure_property(group_id, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (TokenMention|token_mentions) _configure_property(message_id, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (TokenMention|token_mentions) _configure_property(message_text, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (TokenMention|token_mentions) _configure_property(sentiment, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (TokenMention|token_mentions) _configure_property(mentioned_at, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (TokenMention|token_mentions) _configure_property(meta_data, Column)
2025-06-29 02:28:31 | INFO     | logging:callHandlers:1736 - (TokenMention|token_mentions) Identified primary key columns: OrderedSet([Column('id', Integer(), table=<token_mentions>, primary_key=True, nullable=False)])
